X,X,X,X,X,X,X,198-47-52,X,X,X,X,X,X,X,101-13-28,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,198-47-52,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,198-47-52,198-47-52,X,X,X,X,X,101-13-28,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,144-24-15,198-47-52,198-47-52,198-47-52,101-13-28,X,X,101-13-28,101-13-28,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,198-47-52,198-47-52,198-47-52,198-47-52,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,X,X,X,X,X,X,X,X,X,X,X,X,X,101-13-28,X,X,X,X,X,X,X,X
X,X,X,X,X,X,198-47-52,198-47-52,198-47-52,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,X,X,X,X,X,X,X,101-13-28,X,X,X,X,X,X,101-13-28,X,X,X,X,X,X,X,X
X,X,X,X,X,144-24-15,198-47-52,198-47-52,198-47-52,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,X,X,X,X,X,X,101-13-28,101-13-28,X,X,X,X,X,101-13-28,101-13-28,101-13-28,X,X,X,X,X,X,X
X,X,X,X,X,144-24-15,198-47-52,198-47-52,198-47-52,101-13-28,144-24-15,144-24-15,101-13-28,101-13-28,X,X,X,X,X,101-13-28,101-13-28,101-13-28,X,X,X,X,X,101-13-28,101-13-28,101-13-28,101-13-28,X,X,X,X,X,X
X,X,X,X,X,198-47-52,198-47-52,198-47-52,144-24-15,101-13-28,144-24-15,144-24-15,101-13-28,X,X,X,X,X,101-13-28,101-13-28,101-13-28,101-13-28,X,X,X,X,X,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,X,X,X,X,X
X,X,X,X,X,198-47-52,198-47-52,198-47-52,101-13-28,101-13-28,144-24-15,144-24-15,101-13-28,X,X,X,X,X,101-13-28,101-13-28,101-13-28,101-13-28,X,X,X,X,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,144-24-15,X,X,X,X
X,X,X,X,144-24-15,198-47-52,198-47-52,144-24-15,101-13-28,144-24-15,144-24-15,144-24-15,101-13-28,X,X,X,X,101-13-28,101-13-28,144-24-15,144-24-15,101-13-28,X,X,X,X,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,144-24-15,X,X,X,X
X,X,X,144-24-15,198-47-52,198-47-52,198-47-52,101-13-28,101-13-28,144-24-15,144-24-15,101-13-28,101-13-28,X,X,X,X,101-13-28,144-24-15,144-24-15,144-24-15,101-13-28,X,X,X,X,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,144-24-15,X,X,X,X
X,X,X,144-24-15,198-47-52,198-47-52,144-24-15,101-13-28,101-13-28,144-24-15,144-24-15,101-13-28,101-13-28,X,X,X,101-13-28,101-13-28,144-24-15,144-24-15,144-24-15,101-13-28,X,X,X,X,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,144-24-15,X,X,X,X
X,X,X,198-47-52,198-47-52,198-47-52,101-13-28,101-13-28,101-13-28,144-24-15,144-24-15,101-13-28,X,X,X,X,101-13-28,101-13-28,144-24-15,144-24-15,144-24-15,101-13-28,X,X,X,X,X,X,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,144-24-15,X,X,X
X,X,144-24-15,198-47-52,198-47-52,144-24-15,101-13-28,101-13-28,X,X,X,101-13-28,X,X,X,X,101-13-28,101-13-28,X,X,X,X,X,X,X,X,X,X,X,101-13-28,101-13-28,101-13-28,101-13-28,101-13-28,144-24-15,144-24-15,X
X,X,198-47-52,198-47-52,198-47-52,101-13-28,X,X,X,X,X,X,X,X,X,V,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,198-47-52,198-47-52,101-13-28,X,X,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
