X,X,X,X,X,X,X,X,X,X,210-229-226,210-229-226,X,X,X,30-41-49,143-87-56,143-87-56,74-76-91,210-229-226,210-229-226,74-76-91,30-41-49,30-41-49,74-76-91,210-229-226,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,74-76-91,74-76-91,X,X,X,X,X,74-76-91,74-76-91,234-159-64,74-76-91,74-76-91,30-41-49,30-41-49,234-159-64,X,74-76-91,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,210-229-226,210-229-226,X,X,X,X,X,X,X,143-87-56,143-87-56,143-87-56,234-159-64,143-87-56,234-159-64,143-87-56,X,210-229-226,210-229-226,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,74-76-91,X,X,X,X,X,X,X,143-87-56,143-87-56,143-87-56,234-159-64,143-87-56,234-159-64,143-87-56,74-76-91,X,74-76-91,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,210-229-226,210-229-226,X,X,X,X,X,X,X,210-229-226,74-76-91,74-76-91,74-76-91,30-41-49,30-41-49,74-76-91,74-76-91,X,210-229-226,210-229-226,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,255-195-156,255-195-156,255-195-156,255-195-156,X,X,X,X,210-229-226,74-76-91,74-76-91,74-76-91,74-76-91,30-41-49,74-76-91,74-76-91,74-76-91,X,214-141-105,214-141-105,168-78-48,214-141-105,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,255-195-156,255-195-156,255-195-156,168-78-48,255-195-156,X,X,X,X,74-76-91,X,210-229-226,74-76-91,30-41-49,74-76-91,210-229-226,X,30-41-49,X,168-78-48,214-141-105,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,255-195-156,214-141-105,255-195-156,168-78-48,X,X,X,210-229-226,210-229-226,74-76-91,210-229-226,210-229-226,74-76-91,30-41-49,74-76-91,X,210-229-226,74-76-91,X,168-78-48,X,74-76-91,210-229-226,30-41-49,30-41-49,X,X,X
X,X,X,X,X,X,X,X,X,X,X,214-141-105,255-195-156,X,X,X,X,74-76-91,74-76-91,74-76-91,74-76-91,74-76-91,X,30-41-49,74-76-91,74-76-91,74-76-91,X,214-141-105,X,210-229-226,30-41-49,210-229-226,210-229-226,210-229-226,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,210-229-226,74-76-91,74-76-91,74-76-91,74-76-91,X,X,X,74-76-91,74-76-91,74-76-91,X,X,X,210-229-226,74-76-91,74-76-91,30-41-49,74-76-91,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,210-229-226,X,74-76-91,74-76-91,30-41-49,X,X,X,30-41-49,74-76-91,210-229-226,X,X,X,210-229-226,74-76-91,30-41-49,210-229-226,30-41-49,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,30-41-49,30-41-49,210-229-226,210-229-226,X,X,X,X,210-229-226,X,74-76-91,30-41-49,X,X,X,74-76-91,30-41-49,74-76-91,30-41-49,74-76-91,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,74-76-91,74-76-91,210-229-226,X,X,X,X,X,210-229-226,210-229-226,210-229-226,X,X,X,X,X,30-41-49,210-229-226,210-229-226,210-229-226,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,210-229-226,210-229-226,74-76-91,X,X,X,X,X,74-76-91,74-76-91,210-229-226,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,30-41-49,74-76-91,74-76-91,X,X,X,X,X,X,210-229-226,210-229-226,30-41-49,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,132-96-67,30-41-49,30-41-49,X,X,X,X,X,X,30-41-49,30-41-49,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,30-41-49,132-96-67,X,X,X,X,X,X,X,132-96-67,132-96-67,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,30-41-49,30-41-49,X,X,X,X,X,X,X,30-41-49,30-41-49,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,30-41-49,X,X,X,X,X,X,X,X,30-41-49,30-41-49,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,132-96-67,30-41-49,X,X,X,X,X,X,X,X,132-96-67,132-96-67,30-41-49,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,30-41-49,132-96-67,X,X,X,X,X,X,X,X,30-41-49,30-41-49,30-41-49,30-41-49,30-41-49,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,30-41-49,30-41-49,30-41-49,V,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
